JI1_140112	JI1_140112,JI8_24235
HP25_7878	HP25_7878,HP40_5142,HP31_2309,HP35_4152,HP34_15717,HP32_6705,HP26_7868,HP74_13421,HP27_32551,ZR-DS_171813,ZR-AS_106996,ZR-EFF_56365,TU-EFF_338006,HP80_9386,WT-DS_393267
XS1_74628	XS1_74628,XS3_57294,XS2_706
IL12_114580	IL12_114580,IL9_63008,IL10_56048,IL8_33050
PL66_44443	PL66_44443,SB3_3603,PL72_6237,PL63_5277
ES32_2405	ES32_2405,ES31_10417
PL18_1911	PL18_1911
PL56_2299	PL56_2299,PL62_36943
ES42_12906	ES42_12906
IL12_122960	IL12_122960,IL8_18724,IL9_14770,IL30_11954,IL10_100803,IL29_7621,IL9_149208,IL30_21310,IL29_46256,IL10_98619,IL8_28655,IL12_14149
PL66_42014	PL66_42014
EM-EFF_167066	EM-EFF_167066
FD-AS_13769	FD-AS_13769,FD-DS_309732,FD-EFF_167525,TU-EFF_81171
IL13_93839	IL13_93839,IL11_103093
IL9_48745	IL9_48745
SA3_61604	SA3_61604,SA2_85457,SA1_887
ES11_47575	ES11_47575,ES9_5013,ES16_2489,ES30_8110
HP80_17121	HP80_17121,HP32_8932
TE-DS_293473	TE-DS_293473,TE-AS_28879,WT-DS_379452,WT-EFF_307173,WT-AS_3273,TE-INF_262710
AH-DS_155966	AH-DS_155966,AH-INF_211478,AH-AS_228876,AH-EFF_31372
FD-EFF_147790	FD-EFF_147790,FD-INF_79999
PL56_8967	PL56_8967
TU-EFF_144702	TU-EFF_144702,AH-DS_33370
ES31_544	ES31_544,ES30_7073,ES32_77683,ES33_20182,ES36_28337,ES39_14222,OC8_2815
JI7_19371	JI7_19371
JI14_297589	JI14_297589,JI13_183197,JI8_84154,JI12_191081,JI2_305663,JI1_255156,JI6_92895,JI3_56020,IL32_6148,IL36_29590,IL37_90274,JI11_136266,JI5_33572
PL61_45419	PL61_45419,PL1_9778,PL60_3407,PL56_7063,PL58_2936,PL62_89859,NC3_1193,PL20_1300
SF60_69355	SF60_69355
ES16_3092	ES16_3092
TU-AS_157712	TU-AS_157712,TU-DS_171687,FR-EFF_53061,TU-EFF_267990
TE-DS_229731	TE-DS_229731,TE-AS_60960,TE-EFF_145194
HP22_5334	HP22_5334,HP17_8471,HP24_3250,HP91_7043,PL66_9739,HP35_4396,HP79_153433,HP76_43837,HP18_1907,HP26_4978,HP38_9711,HP59_2343,HP25_4887,HP1_2022,HP20_566,HP23_4758,HP27_183,HP84_6025,HP19_726,ES9_4550,HP40_2590,PL72_16340,HP34_1961,HP3_7797
SA1_137689	SA1_137689,SA2_49607,JW6_4188,SA3_70444
SJ7_3104	SJ7_3104,PL72_18203,PL63_26424,HP83_155302,PL70_182
HP49_81370	HP49_81370,SB1_4804,ES17_2103,ES26_2286,ES39_15441,ES33_108534,ES36_13456,PL66_22826,PL68_163156,ES32_18535,ES35_22833,ES3_2955,PL53_6199,ES20_38939,HP47_42353,HP36_122063,ES18_27077,ES23_5376,PL70_14256,PL63_19488,PL72_21267,HP25_2667,HP38_13933,ES21_81015,HP37_239610,HP40_8730,PL75_9280,PL65_44739,PL67_51061,ES25_20402,HP73_95028
TG-EFF_173561	TG-EFF_173561,TG-DS_293938,TG-AS_195205,TU-EFF_214402
HP83_125469	HP83_125469,PL72_9380,PL70_7312,PL68_148203,PL69_60977
IL9_44189	IL9_44189,IL12_81958,IL29_25435,IL8_5502,IL30_40174,IL10_46933
MN-EFF_3688	MN-EFF_3688,MN-DS_217406,MN-AS_40817,MN-INF_177206,TG-EFF_284193,EM-AS_229258,EM-DS_363267,EM-INF_239499,HY3_114833,EM-EFF_128971
TG-EFF_19831	TG-EFF_19831,TG-DS_235227,TG-AS_91798
PL61_25596	PL61_25596,PL58_1621,PL60_2516
XS1_58237	XS1_58237,XS2_6146,XS3_57880
AH-DS_342536	AH-DS_342536,TU-EFF_305311,KB21_145399,KB7_98330,KB10_9466,TU-DS_181219,KB1_69198,KB16_24356,TU-AS_149423,AH-AS_374585,KB14_36329,FR-EFF_303404,KB8_37481,AH-EFF_154895
PL70_7082	PL70_7082,PL68_14052,PL56_7986,PL69_67988,HP83_29880,PL66_49063,PL72_10914,PL62_82683,PL75_12262
TE-EFF_92453	TE-EFF_92453,AH-INF_52216,AH-DS_183713,TE-AS_160592,AH-EFF_106588
IL40_59107	IL40_59107
SA2_103865	SA2_103865,SA1_130242,SA3_81946
IL35_32556	IL35_32556,IL34_131450,WC32_26696,WC6_23098,WC5_31479,WC25_9541,IL14_37039,WC11_8663,WC26_10359,WC10_43027,WC29_29491,WC18_37746,WC12_28137,WC20_21864,WC16_29787,WC30_35723,WC9_18130,WC31_39291,WC7_41941,WC22_44994,WC14_18716,WC1_34079,WC13_5060,WC35_61969,WC8_39572,WC15_5562,WC43_41744,WC34_35276,WC23_24136,WC2_3735,WC17_32193,WC21_18850,WC3_2585,WC33_23197,WC27_3500,IL42_88856
PL46_5640	PL46_5640,PL49_70485,PL63_9841,PL72_14234,PL50_5839,PL66_12622,PL66_19845,PL58_342
WT-EFF_106667	WT-EFF_106667,WT-AS_287622,WT-INF_5428
AD-AS_108809	AD-AS_108809,TU-EFF_188365,AD-DS_291962,AD-EFF_62809
AD-EFF_196208	AD-EFF_196208,AD-AS_145806,AD-INF_190445,TU-INF_216032,FD-INF_214641,BE-EFF_18523,TU-EFF_34521,BE-AS_31611,AD-DS_27459,IL34_147140,IL37_53502,IL36_49112,WC9_10267,WC8_41644,WC6_10037,WC5_6766,WC4_12757,WC43_28922,WC41_2255,WC3_31259,WC35_19645,WC34_9096,WC33_5969,WC32_19200,WC31_5211,WC30_36440,WC2_5042,WC28_42658,WC27_9955,WC26_18491,WC25_15849,WC23_23485,WC22_36911,WC21_40495,WC20_32387,WC1_4657,WC19_19095,WC18_30031,WC17_26755,WC16_10239,WC15_23028,WC14_21015,WC13_9111,WC12_32182,WC11_45375,WC10_20551,IL31_67675,IL32_163783,SA3_48716,SA1_94624,WC24_31862,IL38_38370,WC7_8942,WC29_47631,JI3_444554,JI5_207376,JI1_168438,SA2_98168,IL25_6159,IL11_38263,TE-INF_161119,IL20_122298,JI6_178135,IL17_8411,IL3_95026,IL22_70850,WT-EFF_217412,MN-DS_117791,FD-AS_93472,IL16_17003,IL21_31486,JI4_165968,IL39_68379,TE-AS_408221,IL2_168594,IL24_13022
IL37_111800	IL37_111800,IL36_15618
ES39_2363	ES39_2363,ES33_84676
FD-EFF_112833	FD-EFF_112833,FD-DS_68562,FD-AS_100178,TE-DS_165238,TE-AS_241737,TE-INF_208025,TE-EFF_179103,FR-EFF_248452,AD-EFF_86283
IL13_98220	IL13_98220,IL14_14430,ES36_11164,JI14_342306,JI5_37777,IL11_21348,JI13_352226,JI2_47463,ES28_22484,NG1_444388
IL2_137873	IL2_137873,IL5_38083,IL21_33896,IL6_86599,IL15_34860,IL26_55978,IL1_103955,IL16_152135,IL3_48937,IL22_59746,IL23_49123,IL18_69733,IL10_3931,IL9_87079,IL11_1940,IL14_105663,IL19_11558,IL8_62765,IL12_45861,IL20_62404,IL28_93639,IL24_28852,IL7_38225,IL17_57833,IL13_115788
JI14_142338	JI14_142338,JI13_342016
JW7_974	JW7_974
AH-EFF_99965	AH-EFF_99965
SF52_51857	SF52_51857,SF51_51677
IL36_34339	IL36_34339,IL37_131488,IL32_19252
PL25_1169	PL25_1169,PL26_18987,HP83_51956,ES30_2459,ES29_66891,PL70_11664,PL72_13112,PL68_130903,PL66_35623,PL27_40,ES31_10067,ES32_51972
SA2_70066	SA2_70066,SA1_124067
JI1_65837	JI1_65837,JI6_77131,JI5_103791,JI2_14606,JI3_117815
PL75_9060	PL75_9060,PL68_8501,PL72_16036,PL65_138310,PL70_6781,PL50_23199,PL69_109796,PL63_6562,HP83_118748,PL56_10502,PL58_2745,PL49_61065,PL67_41410,PL46_8224
TU-DS_268008	TU-DS_268008,TU-INF_248793,TU-EFF_109911,TU-AS_220354,AD-INF_273951,AD-AS_307269,AD-DS_303929
ES11_42453	ES11_42453
AH-INF_25946	AH-INF_25946
PL61_40203	PL61_40203,PL58_892,PL62_64310,PL67_9497,PL60_483,PL55_3323,PL56_863,PL63_1286
LK1_34089	LK1_34089
AD-EFF_502	AD-EFF_502,AD-AS_202256,TU-EFF_50183,AD-INF_62548,AD-DS_152721
EM-EFF_239215	EM-EFF_239215,EM-AS_99677,EM-DS_259309
HP47_235942	HP47_235942,ES32_31104
JI1_39849	JI1_39849
JI1_365522	JI1_365522
MN-DS_281836	MN-DS_281836,TE-DS_244171,TE-AS_331941,TE-EFF_192865,MN-AS_170916,MN-INF_112484
PL56_8991	PL56_8991,PL66_26063,PL63_20260,HP92_6174,HP19_5348,HP91_1000,HP17_9306,PL67_29021,HP37_238908
TU-EFF_249596	TU-EFF_249596,SF52_67419,TU-DS_241503,TU-AS_39280
EM-EFF_75847	EM-EFF_75847,EM-INF_145111
FD-EFF_166091	FD-EFF_166091,FD-DS_308401,FD-AS_316508
HP4_51816	HP4_51816,HP59_4189,HP10_76743,HP47_262623,HP25_4951,HP52_992,ES20_657,ES22_2915,ES23_1058,ES25_21282,ES18_5605,ES15_3027,HP17_859,ES17_431,HP19_1508,HP2_14731
HP91_880	HP91_880,HP92_5940,HP47_269970,HP19_4928,HP20_1734,HP82_24517,HP24_4027,HP38_7586,HP1_6261,HP73_87610,HP79_13036,HP18_2278,HP76_166761,HP75_56043,HP49_32960,HP48_79306,HP17_9485,HP40_2888
TU-EFF_3495	TU-EFF_3495,EM-INF_88247,FD-INF_222357,TE-INF_255901,TE-EFF_218160,AH-EFF_66119,WT-INF_176180,MN-INF_252789,AH-INF_179994,ZR-INF_152030,TU-INF_154453,AH-INF_184130
HP24_3276	HP24_3276,HP91_3851,HP19_4166,HP80_10493,HP82_2087,HP25_5659,SJ7_5119,HP21_5430,HP3_1678,HP92_2528,HP22_7314,HP47_167453,ES15_6934,HP84_15588,HP4_37578,HP40_5502,HP48_142224,HP18_5644,SJ14_4890,HP11_127378,ES39_15056,HP2_1720,HP37_40527,HP79_131548
HP38_3970	HP38_3970,HP26_1048,HP37_154131,HP48_85477,HP27_28861,HP32_4669,HP40_8757,HP25_3229,HP31_5034,HP35_10527,HP4_215263,HP47_303413,HP34_4271,HP1_5576,HP3_7474,HP36_404777
JI13_292015	JI13_292015
ES39_2076	ES39_2076,ES32_63370,ES20_14570
IL14_29798	IL14_29798,IL28_66582,IL3_56761,IL5_142305,IL24_126,IL20_60540,IL22_48175,IL18_89607,IL19_27703,IL2_8758
TU-AS_305049	TU-AS_305049,TU-EFF_53223,TU-DS_222402,FR-EFF_262248
EM-DS_376008	EM-DS_376008,TU-AS_97276,AD-DS_61912,TU-DS_320171
TG-DS_166916	TG-DS_166916,TG-AS_67529,TG-EFF_230089
TE-DS_200023	TE-DS_200023,TE-AS_342654,IL8_31747,IL29_12074,IL30_65137,IL10_10881,IL9_47580,IL12_91664,NI2_35486,NI3_62471,SA1_52069,NI1_114016,SA2_43393,TE-EFF_125574,IL34_113373,TE-INF_266000,SA3_34517
NG1_648205	NG1_648205
SF12_3757	SF12_3757,SF53_93017,AD-EFF_103605,SF54_92962,SF13_65350
ES36_8565	ES36_8565
HP17_863	HP17_863,HP38_1782,SB3_3032,HP82_843,HP81_50149,PL28_63260,PL20_97,HP12_131987,PL45_66017,ES30_4541,ES11_87701,OC5_1915,ES45_5888,ES42_14274,PL5_6811,JW5_1482,PL26_39187
TU-EFF_139994	TU-EFF_139994,FR-EFF_218906
ES15_4490	ES15_4490,ES1_2461,ES40_9265,ES18_4157,ES19_9579,ES16_2422,ES17_1126,ES20_22793,ES3_6234,ES21_8797,ES22_11079,ES13_22468
TU-DS_261343	TU-DS_261343
WT-EFF_91436	WT-EFF_91436,WT-DS_323908,WT-INF_64537,WT-AS_145555
MN-DS_154777	MN-DS_154777,MN-AS_122273
NG1_615471	NG1_615471
IL23_4183	IL23_4183
MN-DS_296045	MN-DS_296045,MN-AS_182972,MN-EFF_114381,TE-EFF_152413
SB1_967	SB1_967,ES30_2779,ES39_1640,ES29_41654,SB4_3293
FD-AS_144713	FD-AS_144713,FD-EFF_212112,FD-DS_81522
FD-AS_142955	FD-AS_142955,FD-DS_133148,FD-EFF_161424
IL34_45878	IL34_45878,IL39_44280
KB7_10266	KB7_10266
ES29_32658	ES29_32658
NC3_2220	NC3_2220
AD-EFF_86227	AD-EFF_86227,TU-EFF_108084,AD-AS_319071,AD-DS_191156,JI1_90796,JI2_172311,JI3_233928
JI9_43395	JI9_43395,JI10_129298,JI5_334673,JI14_178027,JI1_56827,JI11_120980,JI8_43262,JI12_38484
EM-EFF_112401	EM-EFF_112401,WT-EFF_217534,WT-AS_121564,IL41_36232,EM-DS_73431,IL34_136791
MN-AS_130592	MN-AS_130592,MN-DS_170804,IL29_23796,IL12_14126,IL10_99623,IL8_6026,TG-AS_61333,TG-EFF_31252,WC6_28430,IL40_99872
PL70_10593	PL70_10593,PL75_10560,HP83_74275,ES36_28381,SJ7_3189,PL66_57417,ES9_2572,SJ14_2983,ES46_3155,SJ6_1654,ES39_15375,PL56_2083,ES16_6712,HP80_16156,ES33_34452,HP84_12285,PL72_20099,HP17_9213,ES35_6967,ES32_62025,ES38_3286,SJ5_3536,PL63_5855
HP11_60588	HP11_60588,HP1_5716,PL62_116264,PL56_9748,PL72_13941,HP75_97684,ES35_31458,HP2_7057,HP82_15415
HP52_11215	HP52_11215,HP82_485
ES36_27862	ES36_27862
IL34_142247	IL34_142247,TU-EFF_239558,AD-INF_224130
IL39_86632	IL39_86632,IL34_168060,IL33_108917
JI13_193519	JI13_193519
TU-EFF_110678	TU-EFF_110678
ZR-INF_48778	ZR-INF_48778
AD-AS_50112	AD-AS_50112
ES1_780	ES1_780,ES30_3195,ES3_3395,ES33_91146,ES32_72829,ES35_10255,ES39_14980,ES31_12453,ES36_27249,ES40_51617,ES34_3909,HP24_847,HP18_4026,HP92_5776,ES15_6861,NC7_2390,ES16_7204,ES11_115929,HP47_69348,HP1_4610,HP17_3377,ES26_13850,ES21_13002,HP91_6481,HP73_132278,HP34_19755,HP3_372,HP76_25471,ES28_20843,ES19_21875,HP36_48817,HP26_1888,ES23_2922,HP82_15150,HP23_180,HP84_23492
MN-DS_106315	MN-DS_106315,MN-AS_249759,MN-EFF_208127
HY1_102338	HY1_102338,HY3_38019
PL72_8516	PL72_8516,PL50_8443,ES38_873,ES34_210950,PL58_3485,PL61_3330,PL60_3539,ES32_78240
PL56_3177	PL56_3177,IL37_45430,IL36_49348,SF13_15955,PL46_785,NG1_650186,SF14_83563,SF11_56324,SF10_7516,SF12_43851,SF6_51706,SF8_30678,PL67_34772
ES33_108933	ES33_108933,ES32_75405,ES9_359
TU-DS_39472	TU-DS_39472,TU-AS_202276,TU-EFF_86940,FR-EFF_40015,MN-DS_343952
IL15_25470	IL15_25470,IL7_25153,IL6_53782,IL5_80248,IL3_128238,IL22_70067,IL1_12941,IL19_44602,IL18_78748,IL16_78972,IL24_28780,IL17_4255,IL27_28917,IL23_27643,IL20_54594,IL25_55924,IL4_90876,IL28_76753,IL21_21425,IL2_155967
TG-EFF_252370	TG-EFF_252370,MN-DS_297099,BE-EFF_36067,AD-AS_337883
JI3_105239	JI3_105239,JI2_255008
SA2_96247	SA2_96247,SA1_72710
SA3_63678	SA3_63678,SA2_51018,SA1_74645
AH-AS_340292	AH-AS_340292,AH-DS_381615
IL41_25946	IL41_25946,IL35_67065
TU-AS_278833	TU-AS_278833,TU-EFF_246738
TU-EFF_246564	TU-EFF_246564,AD-EFF_229274
WT-EFF_270543	WT-EFF_270543,AH-DS_12458,AH-INF_133582
AH-AS_132778	AH-AS_132778,AH-DS_86367,AH-EFF_21819,AH-INF_90612
SF2_27007	SF2_27007,SF3_35004,SF1_38856
PL60_276	PL60_276,PL58_1933,PL61_21192
JI2_370324	JI2_370324,JI1_213669,JI3_7344,ES36_14797
IL13_2760	IL13_2760,IL14_68951,IL10_55821,IL11_34360,IL9_87104,IL12_46021,IL8_47520,IL30_21993
JI14_18324	JI14_18324,JI13_90172,JI12_5985,JI8_75794,IL37_24625,IL32_111761,IL36_7341,JI9_112897,JI11_181065
TU-EFF_22864	TU-EFF_22864
WT-INF_75997	WT-INF_75997
ZR-EFF_151849	ZR-EFF_151849,ZR-INF_9215,ZR-DS_211004,ZR-AS_322802
IL39_108595	IL39_108595,IL33_7942,IL35_38459
JI12_84335	JI12_84335,JI9_44690,JI7_231767,JI5_128697,JI6_35441,JI4_47047,JI3_461300,JI1_324716,JI2_344682,JI8_115658,JI14_90520,JI13_194082,EM-AS_202800,EM-DS_171620,AH-EFF_137009,AH-DS_131814
IL39_103043	IL39_103043,IL33_29983,IL34_165924
MN-AS_65479	MN-AS_65479,MN-EFF_332935
PL75_10403	PL75_10403,HP19_2206,SF67_201326,TE-AS_23054,TE-EFF_192895,TE-DS_384049,SF68_22577,TU-EFF_89136,AD-EFF_95336,FD-INF_182346,HP24_4061,PL68_175745,HP75_85866,AH-DS_69035,PL63_14302,ZR-DS_167741,AH-EFF_52987,ES31_4741,PL69_29808,EM-AS_221130,PL49_16348,MN-INF_278926,ZR-INF_100635,FR-EFF_279316
HY3_44165	HY3_44165,HY1_85748,HY2_78408
SF60_188207	SF60_188207,SF59_788
TE-EFF_171843	TE-EFF_171843,TE-DS_219607,TE-AS_438770,WT-EFF_58066,WT-DS_379227,AH-DS_265405,AH-AS_331006,AH-EFF_73611,WT-AS_112993
EM-DS_384896	EM-DS_384896,EM-EFF_66327,EM-AS_346839,FD-DS_286124,FD-AS_337213,FD-EFF_172713,TE-EFF_234125,TE-AS_264282,IL15_79098,SF53_17276,IL2_99767,IL24_34887,IL19_71343,SF56_14324,IL23_44411,IL18_16337,IL16_116517,SF55_33861,SF54_103586,MN-EFF_49620,MN-DS_203949,IL28_91270,IL20_79573,IL5_14380,IL21_2246,MN-AS_254861,IL22_9252,IL17_37979,TE-DS_281480,IL6_136987,IL3_24640,IL1_130472,IL37_10403,IL32_142992,IL36_43461,IL26_22461,IL4_64411,SF60_170205,IL25_20067,IL27_3085,IL7_51736,KB21_156410
BE-EFF_19643	BE-EFF_19643,BE-INF_28896,BE-AS_20091,AH-EFF_116431,AH-INF_77018,IL42_22622,AH-DS_344494
ES45_948	ES45_948,ES42_11490,NC3_1143,HP1_1130,HP6_58474,HP35_7983,ES44_811,PL70_11832,JI5_234416,PL72_20547,HP29_97700
IL34_111331	IL34_111331,IL42_119047,IL41_83151,IL35_106436
TU-EFF_160522	TU-EFF_160522
TU-EFF_283140	TU-EFF_283140
KB10_7457	KB10_7457,KB1_63506,KB8_18455
PL17_232	PL17_232
TE-AS_248550	TE-AS_248550,TE-EFF_181129,TE-DS_342
TE-AS_224877	TE-AS_224877,SF4_41501,SF13_10292,SF14_51300,SF15_15305,KB12_29422,KB23_22310,KB4_15163,KB19_4782,KB10_47976,KB21_91204,KB15_97424,KB18_35585,TG-EFF_15943,TG-AS_251666,KB24_46866,KB14_56729,KB2_9590,KB25_38918,KB20_104085,EM-DS_360944,EM-AS_207558,KB7_5639,SF65_90790,KB13_18319,KB5_12453,TE-DS_204651,KB22_33548,KB1_63755,MN-INF_169722,TU-INF_160075
IL26_18220	IL26_18220
ES30_465	ES30_465,PL66_22193,PL75_497,ES36_29932,PL68_127083,ES32_78452,PL72_20886
SF17_35233	SF17_35233,SF18_35829,SF11_23286,SF10_42086,SF13_16329,SF12_67326,SF19_65380,SF65_103963,SF66_19260,SF68_259860,SF67_147398,SF20_47817,SF14_14631,TG-EFF_62493,SF42_48661,SF49_44957
AH-EFF_63866	AH-EFF_63866
SB3_3523	SB3_3523,IL39_41855,TE-INF_92081,ES36_17481,PL68_14750,ES9_1375
ES1_3870	ES1_3870,ES16_2989,ES38_1967,ES9_4461,ES36_27325,ES31_4036,ES11_66178,ES30_11776,ES29_38890,ES43_88331,SB3_6806,ES28_744,ES44_1385,ES32_62130,SB1_3522,ES40_45115,PL66_39014
HP79_43183	HP79_43183,HP82_9278
IL8_55780	IL8_55780,IL9_150989,IL12_25399,IL10_44450,IL30_44584,IL29_48928
IL34_141957	IL34_141957,IL39_78208,IL33_15758
TU-DS_46715	TU-DS_46715,TU-AS_75015,TU-INF_256735,KB8_19405,KB2_9519,KB27_6557,KB22_37090,KB20_38980,KB13_13973,KB10_78097,KB25_23047,KB17_61916,KB16_72840,KB15_48661,KB14_62238,KB12_51740,KB4_2912,KB1_26644,KB5_9056,KB26_16918,KB23_12607,KB6_37987,KB11_16852,KB9_62552,KB24_1608,FR-EFF_133150,AH-AS_321859,KB3_21742,MN-EFF_125412
JI1_144479	JI1_144479,JI2_427232,JI3_191548
SA1_23578	SA1_23578
IL36_86788	IL36_86788,IL32_6893
ES39_1353	ES39_1353,ES45_14350,ES11_104142,ES46_4491,ES42_13156,ES9_4911,ES44_3050,ES35_48494,ES30_10407,ES16_7249
FD-INF_37613	FD-INF_37613,BE-INF_11885,TU-EFF_173508,TU-AS_137333,AD-DS_245672,TE-INF_196754
SB3_1511	SB3_1511,IL31_120311,IL38_57363
TG-EFF_337382	TG-EFF_337382,TG-AS_148165,TG-DS_14754
IL31_39243	IL31_39243
JI1_257021	JI1_257021
SF18_28361	SF18_28361,SF19_63923,SF21_17919,SF20_9307,IL22_83659,IL23_58179,TE-AS_278046,IL24_14641,IL1_25597,IL18_9124,MN-AS_238368,IL15_107463,AH-AS_187634,IL6_130920,IL4_114847,IL2_19069,SF22_95996,MN-DS_103407,IL37_108710,AH-EFF_74786,MN-EFF_73513,IL11_49355,IL19_10421,IL7_18905,IL3_53593,IL20_53459,IL27_28579,IL5_79933,IL16_4466,AH-DS_14109,IL36_45308,IL25_16534,IL13_115879,IL14_52322,IL32_125357,IL26_57647,AD-EFF_42822,NG1_1824,WC10_46715,SF23_68660,SF17_37202,IL10_83920,EM-EFF_117902,FR-EFF_38259,JI5_329158,SF52_58843,WC21_5104
TU-EFF_179444	TU-EFF_179444,AD-EFF_148556
WC7_44944	WC7_44944,WC28_48352,WC25_3381,WC18_17507,WC9_1874,WC8_5621,WC6_5472,WC5_28358,WC4_26803,WC35_1028,WC34_47682,WC33_34079,WC32_45187,WC31_35974,WC26_17723,WC21_16511,WC20_22757,WC19_39529,WC15_31462,WC13_36097,WC11_22954,WC10_46813,IL10_80547,WC12_13864,WC43_45833,WC1_30752,WC22_36945,WC29_11141,WC41_18836,WC30_15664,WC27_10779,WC3_30367,WC17_24766,WC14_27045,WC2_13460,IL12_76129,WC24_14455,IL9_99890,WC16_10788,WC23_44611,IL29_15300
HP35_10449	HP35_10449,HP26_944,HP25_2514,HP49_3729,HP24_4272,FD-EFF_126612,HP34_7550,PL28_34859,PL34_25393
IL41_139188	IL41_139188,IL42_75261,IL35_43706,IL34_202889
JI13_109349	JI13_109349,JI9_37088,JI12_177213
ZR-DS_156151	ZR-DS_156151
HY2_49151	HY2_49151,HY1_45487,HY3_22387
FD-INF_152346	FD-INF_152346,FD-EFF_22558,FD-AS_340739
MN-EFF_248679	MN-EFF_248679,MN-DS_294305,MN-AS_302368,ZR-DS_358725,ZR-AS_255522,ZR-EFF_85392,TU-EFF_161617,AD-DS_109428,AD-AS_310768,MN-INF_121681,TU-AS_267763
HP38_7467	HP38_7467
WT-EFF_164139	WT-EFF_164139
IL23_49022	IL23_49022,IL7_52728,IL5_48063,IL28_70316,IL22_28785,IL1_39260,IL18_40878,IL16_31351,IL15_82611,IL17_52999,IL6_127393,IL27_3335,IL26_32656,IL20_34693,IL4_111040,IL3_29222,IL24_39352,IL19_4896,IL25_59801,IL21_24462,IL2_116278,IL9_139640,IL10_25442,IL12_6582
IL32_116684	IL32_116684,IL37_43312,IL36_79331
NG1_413205	NG1_413205
SF24_23367	SF24_23367,SF43_44587,SF42_16409,SF52_113964,SF51_134769,SF49_32394,SF50_103804,SF47_70534,SF44_58916,SF48_109976,NG1_582426,SF45_64291,SF46_31224
IL31_67056	IL31_67056,IL40_25519,IL38_8759
IL34_15310	IL34_15310,IL42_2923,IL41_41155,IL35_55711
HP23_4901	HP23_4901,HP92_4534,HP20_2610,HP47_177634,HP24_5927,HP17_587,HP49_77653,HP84_27213,HP3_8728,HP11_100570,HP37_22985,HP19_1833,HP18_414,HP48_195074,HP75_82912,HP26_5840,HP79_153143,HP38_14020,HP1_2086,HP82_21803,HP80_173,HP73_51108,HP59_476,HP91_2178,HP40_6450,HP74_3367,HP72_29255,HP22_2333,HP2_2151,HP76_176969,HP32_4683,HP52_11529,HP12_771,HP25_7467
HY3_105868	HY3_105868,HY2_30438,HY3_47032
PL13_1073	PL13_1073
JI12_73732	JI12_73732,JI13_302315,JI3_81491,JI14_332813,JI5_94617,JI2_395722,JI4_106343
SA2_85192	SA2_85192,SA1_47974,SA3_65025
IL9_127391	IL9_127391,IL12_84381,IL10_51125,IL29_22214,BE-EFF_19687
SF7_15750	SF7_15750,SF5_19538,SF15_80741,SF13_53030,SF4_86694,SF3_16195,SF14_12914,SF16_47098,SF11_32202,SF17_65234,SF18_68459,SF9_3778,SF6_26232,SF1_9578,SF8_45885,SF10_7220,SF2_44472,SF12_57787,SF23_41345,SF19_31068
IL42_11298	IL42_11298,IL41_35200,IL35_46869,IL34_132027,IL9_68635,IL12_46014,IL10_29903,IL29_19450,IL30_28271,IL8_33069
IL8_64080	IL8_64080,IL9_114634,IL30_11005,IL10_100546,IL29_7794,IL12_8587
PL46_2267	PL46_2267,PL32_25978,PL45_59892
FD-INF_246104	FD-INF_246104
IL39_19296	IL39_19296,IL33_71560,IL34_60885
JI10_130010	JI10_130010
AH-EFF_117868	AH-EFF_117868,AH-INF_177480,AH-DS_150968,AH-AS_38502,MN-INF_174874,EM-EFF_117459,FD-EFF_223208,EM-AS_182060,TE-INF_148236,TE-DS_349415,TU-AS_324202,FR-EFF_178776,TU-DS_331885,EM-INF_72493,SF5_57589,SF13_18036,AD-AS_7599,SF11_62628,WT-DS_403526,WT-AS_117812,WT-EFF_46731,WT-INF_239316,TG-EFF_81765,AD-INF_47199,MN-DS_151586,AD-DS_1174,TE-AS_212897,SF2_45662,SF7_22128,TE-EFF_77400,SF3_57021,SF8_40701,SF1_23444,SF10_31144,SF16_76184,TG-AS_8042,TU-EFF_82945,TG-INF_196559,SF9_25187,SF14_45197,EM-DS_249332,SF6_43316,AD-EFF_104583,SF12_38676,MN-AS_2093,SF15_79889
AH-INF_96001	AH-INF_96001
HP82_15658	HP82_15658
IL39_96676	IL39_96676,IL33_35868,IL34_73418
WS1_178088	WS1_178088
HP92_4727	HP92_4727,HP91_4549
IL31_140118	IL31_140118
IL32_1932	IL32_1932,IL36_20673,IL37_91881
IL39_19759	IL39_19759,IL33_59259
SA1_124150	SA1_124150
SA1_146155	SA1_146155,SA2_83003,SA3_39173
HP40_975	HP40_975,HP47_34079,HP48_49998,HP52_1783,HP81_92126,HP59_3295,HP32_4469,HP49_87454
HP84_4483	HP84_4483,HP80_13486,HP79_13492,HP75_82563,HP19_1858,HP82_7001,HP76_41162,HP81_69689
HT1_105372	HT1_105372
AH-EFF_97564	AH-EFF_97564,AH-INF_109278
BE-EFF_35818	BE-EFF_35818,TE-EFF_260357
HP17_3266	HP17_3266
KB16_56800	KB16_56800,KB23_15408,KB22_25441,KB20_120244,KB1_28372,KB15_13692,KB14_88239,KB3_16159,KB10_46890,KB5_7452,KB25_38845,KB4_20485,KB9_60957,KB12_33034,KB24_1544,KB13_14578,KB8_41936,KB19_47294,KB21_42408,KB17_47368,KB26_13693,KB18_5792,KB2_15758,KB7_11680,KB11_15493,KB27_2940
SJ6_3995	SJ6_3995
